Attr 0,Attr 1,Attr 2,Attr 3,Attr 4,Attr 5,Attr 6,Attr 7,Attr 8,Attr 9,Attr 10,Attr 11,Attr 12,Labels
Warsaw,Orange,Red,Private Second Class,0.479453837,-1.960846437,3.364804388,-0.703333793,-0.719615913,-0.328558754,0.739704107,0.84790137,-414.4894582,X
New York,Green,Lavender,Sergeant First Class,-1.237251894,8.728266571,9.23126333,-0.70246997,-0.717461311,-0.879209891,-0.215233759,0.803989529,-368.867815,Y
Warsaw,Red,Green,Specialist,-2.496691219,5.395730773,0.206953224,0.12996335,-0.717049245,-0.237845993,0.776423609,0.837502048,-426.6714028,X
New York,Yellow,Teal,Staff Sergeant,0.737144538,-1.653566131,3.156644854,-1.589799454,-0.716427592,-0.368811664,0.690344671,0.846018706,241.3971937,Z
Mumbai,Green,Green,Master Sergeant,-2.124566646,5.99821876,0.410265598,-0.368812717,-0.715411849,-0.299614266,0.689768383,0.800168514,815.4614755,Y
Shanghai,Red,Blue,Private Second Class,1.028448698,-1.394889967,3.808259994,-1.77920773,-0.714393879,-0.837513478,-0.206082117,0.793718719,112.9926663,Y
Warsaw,Lime,Magenta,Private Second Class,0.619329612,-1.428197604,3.528265286,-0.169049776,-0.712589691,-0.867575522,-0.169337832,0.787281008,186.0891347,Y
Shanghai,Yellow,Yellow,Sergeant,0.760488225,4.193519114,1.771376335,-0.95991614,-0.710136919,-0.837272977,-0.074802213,0.812017669,194.0246918,X
Warsaw,Red,Lavender,First Sergeant,-2.336469731,5.904249981,-0.299574946,-1.101957585,-0.71003236,-0.367594796,0.696260843,0.860763733,746.6728402,Z
Paris,Teal,Purple,Sergeant,-2.279347815,5.272113929,1.049666388,-1.624682737,-0.709805313,-0.846859018,-0.250282748,0.772425482,225.6555498,Y
New York,Cyan,Lavender,Master Sergeant,0.994930946,-1.370758036,3.553294538,-0.791564918,-0.707809049,-0.802750507,-0.127904203,0.849397738,-136.2242907,Y
Shanghai,Yellow,Red,Private Second Class,-1.240686933,7.802646354,8.890391971,-0.995442941,-0.705885925,-0.232438482,0.736534904,0.844022876,-347.175554,Y
Warsaw,Red,Lavender,Sergeant First Class,1.186903857,-1.517059163,3.205875753,-1.313950114,-0.70514851,-0.845914208,-0.171931245,0.841057116,-10.23379807,X
Warsaw,Red,Orange,Sergeant,-2.206116038,5.757115209,1.074418083,-0.85227319,-0.698289743,-0.21929931,0.800683424,0.778232298,886.895778,X
Warsaw,Red,Yellow,Private,1.313698158,-1.461046489,3.271957278,-0.491566898,-0.694378564,-0.272796942,0.763078239,0.81285041,-496.6661766,Z
Warsaw,Red,Red,Sergeant Major,-1.935040499,6.485073358,1.094956803,-1.477020693,-0.692955148,-0.171994724,0.830915628,0.768835672,-368.0562808,Y
Warsaw,Yellow,Lavender,Private,0.751443224,-1.151666997,3.03657553,-1.060077676,-0.692858365,-0.27473128,0.748447122,0.802473474,297.6643572,X
Shanghai,Green,Purple,Staff Sergeant,1.157782844,3.571891163,2.07006981,-0.158443901,-0.691467462,-0.888120317,-0.289039397,0.676374827,-318.2445331,Z
New York,Red,Orange,Master Sergeant,0.80654303,4.648825732,0.993019884,-1.435887456,-0.689813213,-0.856178101,-0.188733678,0.793821932,-216.8264751,Y
New York,Yellow,Blue,Master Sergeant,-2.209965203,6.127938709,1.3826441,-0.32128548,-0.688464883,-0.250282748,0.772425482,0.832501828,-446.5904238,Z
Warsaw,Yellow,Green,Private First Class,0.690103578,-1.8283858,2.972958192,-0.70566364,-0.68662185,-0.831280975,-0.193166742,0.813837304,305.6623052,X
Sydney,Red,Green,Private Second Class,1.152026759,4.370456726,2.309280096,-1.174854237,-0.686605988,-0.860938649,-0.237845993,0.776423609,238.9914061,X
New York,Red,Red,Command Sergeant Major,-2.56166635,6.064344329,0.381967108,-0.658052393,-0.685248918,-0.171370364,0.80445266,0.802270006,-279.755374,Z
Warsaw,Red,Lavender,Private Second Class,0.028435316,4.649408248,1.159425898,-0.092312813,-0.684438636,-0.885463451,-0.299614266,0.689768383,575.2898491,X
Warsaw,Red,Green,Private Second Class,0.516605679,-0.883495151,2.693250761,-1.341801121,-0.682292537,-0.877949873,-0.232438482,0.736534904,-329.4432614,Z
Shanghai,Red,Teal,Sergeant,0.502717822,3.240118432,2.297795331,-0.459418203,-0.681395564,-0.836383342,-0.337733908,0.74878414,-760.9645543,X
Warsaw,Orange,Orange,Sergeant Major,-1.962395702,5.39623227,0.140739753,-0.585241685,-0.677524922,-0.153849866,0.764524013,0.801875002,368.4532519,X
New York,Red,Red,Corporal,-2.382604644,6.016668758,0.667060723,-0.722737726,-0.675490071,-0.882136291,-0.338957221,0.752408433,-247.2540798,Z
Paris,Green,Lavender,Sergeant,0.773912623,-1.538315561,2.787990155,-0.68176341,-0.674858632,-0.809992313,-0.190925038,0.838199981,-371.8772867,X
Warsaw,Green,Blue,Command Sergeant Major,-2.429202326,5.523030573,-0.096254447,-0.990415967,-0.673076623,-0.289039397,0.676374827,0.863074404,198.3745381,Z
Warsaw,Green,Red,Master Sergeant,-1.010135652,8.301120722,9.180337607,-0.676005915,-0.671469828,-0.202141887,0.801832173,0.821439535,4.204937013,Z
Warsaw,Lavender,Blue,Command Sergeant Major,0.669989201,4.526102113,2.059407247,0.029995262,-0.670534204,-0.171931245,0.841057116,0.725302218,905.4315391,Z
Warsaw,Teal,Cyan,Corporal,-2.887082031,5.053029337,0.69621003,-0.361249211,-0.670487871,-0.337733908,0.74878414,0.788469506,93.17651306,X
Warsaw,Green,Lavender,Sergeant Major,0.737343651,4.208618636,1.485643158,-0.792701563,-0.669280627,-0.169337832,0.787281008,0.786435892,-739.5989475,Y
Warsaw,Red,Pink,Private Second Class,1.156850776,-1.98250729,2.432121708,-1.164400369,-0.668831206,-0.815581588,-0.170634036,0.815454056,-491.9833779,X
Warsaw,Blue,Red,Sergeant Major,0.529803384,-0.469729725,3.133931472,-0.1882483,-0.667595981,-0.193166742,0.813837304,0.764110593,-535.2422882,Y
Shanghai,Red,Pink,Sergeant Major,0.188820203,4.039764799,2.125595103,-0.023364552,-0.667009416,-0.804968508,-0.187790448,0.794904822,-676.4705708,Z
Warsaw,Green,Green,Sergeant,-2.006236188,6.053009508,0.138659211,-0.887567311,-0.66636163,-0.188733678,0.793821932,0.762935027,30.92296959,Y
Shanghai,Green,Lime,Private,-1.671245234,7.613066003,9.283950563,-1.36133023,-0.665458057,-0.170634036,0.815454056,0.75697807,-379.4314323,Z
Mexico City,Green,Cyan,Sergeant Major,-1.086697366,8.610145001,8.692492998,-1.734602185,-0.661286965,-0.821541246,-0.153849866,0.764524013,-786.1031244,X
New York,Lime,Green,First Sergeant,-2.191063256,5.315956606,0.540688737,0.22454274,-0.659323605,-0.203848911,0.722816857,0.849708677,-938.6669916,Y
Warsaw,Green,Green,Specialist,-0.602555956,8.23889893,9.484294163,-0.959243325,-0.659214618,-0.892724486,-0.27473128,0.748447122,-296.8289569,X
Mumbai,Green,Lime,Staff Sergeant,0.601608944,-1.753103136,3.108294815,-0.194075026,-0.658594775,-0.26236505,0.796971699,0.833227601,-822.139286,Z
Warsaw,Yellow,Purple,Sergeant First Class,-1.960527716,6.554685867,0.099856886,0.684316895,-0.65635768,-0.881991494,-0.328558754,0.739704107,-581.7407848,X
New York,Yellow,Lime,Sergeant Major,-1.482005885,7.9816966,8.606143253,-1.051741829,-0.65566677,-0.872476715,-0.203848911,0.722816857,313.420449,Y
Paris,Red,Lavender,Staff Sergeant,-1.821551808,5.515419658,0.765647285,-1.055839612,-0.654215116,-0.187790448,0.794904822,0.755126421,-547.4092264,Z
New York,Orange,Teal,Corporal,-2.408131307,5.349494464,0.545658989,-0.783384538,-0.651802036,-0.190925038,0.838199981,0.80385563,130.3604425,X
Warsaw,Yellow,Lavender,Corporal,1.884171928,3.722041058,2.073570928,-1.084233067,-0.651299459,-0.215233759,0.803989529,0.793631294,235.6192164,X
Shanghai,Yellow,Green,Private First Class,1.423076594,3.777424363,1.87063368,-0.974049273,-0.647046246,-0.206082117,0.793718719,0.812900657,-91.10745357,Y
Warsaw,Magenta,Lime,Sergeant Major,-2.213781064,6.262644768,0.289897823,0.333174796,-0.645918933,-0.864866001,-0.314161678,0.723575298,786.8382792,X
Shanghai,Red,Blue,Private,-0.613151165,7.578156975,8.81981808,-1.329302712,-0.645800819,-0.165759226,0.770609713,0.703430181,893.168694,Y
New York,Blue,Pink,Sergeant First Class,1.101497159,3.962149032,1.034071595,-1.485483339,-0.643310836,-0.239286185,0.744766044,0.809223951,441.3196758,Y
Warsaw,Red,Yellow,Command Sergeant Major,-0.964711945,8.004587446,8.026512573,-2.020327841,-0.642142493,-0.890083782,-0.331357273,0.714290868,-38.86002171,X
Warsaw,Orange,Blue,Private,-0.371896569,8.228914494,9.239009228,-0.697954267,-0.639559903,-0.16230311,0.814208904,0.78541635,163.787312,Y
New York,Yellow,Red,Sergeant First Class,-1.07034323,8.244416945,9.073970563,-0.102796247,-0.636213224,-0.839328729,-0.26236505,0.796971699,481.0538828,X
Warsaw,Yellow,Pink,First Sergeant,0.819314479,3.085330106,2.272592278,-0.651378055,-0.635812282,-0.850640674,-0.21929931,0.800683424,-758.9915607,X
New York,Yellow,Blue,Command Sergeant Major,-0.936635287,7.231595373,9.162298653,-1.867382205,-0.634448006,-0.832503675,-0.239286185,0.744766044,-489.0767385,Y
Mumbai,Red,Lime,Sergeant Major,0.918293637,-1.179993362,2.578554052,-1.056368274,-0.63076687,-0.078535252,0.808821198,0.748317901,-425.5930195,X
Warsaw,Red,Purple,Private First Class,1.264283582,3.574084665,2.176709083,-1.418417484,-0.629174943,-0.883589699,-0.272796942,0.763078239,473.8627644,Z
Warsaw,Green,Orange,Staff Sergeant,0.934532682,3.90858655,1.584215936,-0.02183652,-0.624377019,-0.793152299,-0.311806115,0.715451458,-385.7418115,X
Warsaw,Yellow,Magenta,Sergeant,-1.827031909,8.883689554,8.974265939,-1.282765627,-0.622802322,-0.14957999,0.806255173,0.696583843,482.4727748,X
New York,Green,Red,First Sergeant,0.873692459,-1.846869462,2.829851949,-0.592488522,-0.619919813,-0.869737358,-0.276256019,0.748406433,-596.9604914,Y
New York,Red,Green,Private First Class,-1.715894074,8.276861522,9.043152812,-0.951664553,-0.619079769,-0.819747452,-0.410390624,0.703741669,-85.76602036,Z
Shanghai,Red,Magenta,Staff Sergeant,1.011389468,-1.360743763,2.505289277,-1.188086519,-0.618724983,-0.838263998,-0.278580896,0.770711708,847.6894236,X
Warsaw,Red,Teal,Private,0.829760342,-1.580557126,3.406436245,-2.288043754,-0.616059598,-0.882433888,-0.367594796,0.696260843,-303.5268402,X
Warsaw,Pink,Orange,Corporal,1.131182269,3.401561636,1.646264784,-0.232359632,-0.610192068,-0.090668284,0.844831404,0.658718147,151.7788169,Y
Warsaw,Blue,Cyan,Sergeant Major,-1.147323202,7.679140817,9.757195261,-0.725112714,-0.609163097,-0.877234878,-0.368811664,0.690344671,-748.7133394,X
Mumbai,Cyan,Pink,Private Second Class,0.722964325,-2.184090131,2.755453543,0.844672513,-0.60607344,-0.876440425,-0.364067267,0.696681876,456.1952604,Z
Paris,Orange,Yellow,First Sergeant,1.066030974,-1.428263139,2.667659447,-1.095485021,-0.601882913,-0.168012454,0.851963824,0.771429437,221.8375805,Y
Warsaw,Red,Red,Sergeant First Class,0.767689677,-1.811426557,2.762620584,-1.201990062,-0.601242276,-0.867899382,-0.30649685,0.691856689,-400.561437,Y
New York,Green,Cyan,Private Second Class,-1.810697683,7.193564604,9.85674111,-0.371838833,-0.600949037,-0.149034089,0.792586394,0.69811658,741.3445866,X
Paris,Red,Purple,Private,0.464394409,4.069614846,1.950609343,-1.483242102,-0.599071812,-0.857162525,-0.374902933,0.661046351,-250.5574211,Y
Warsaw,Red,Lime,Sergeant,-1.929401947,5.543954429,0.508914956,-1.070349274,-0.596346201,-0.138741534,0.823410639,0.730528338,-906.1507935,X
Sydney,Green,Red,Sergeant,1.10219696,4.632421612,2.05738458,-0.04735236,-0.593355279,-0.062665511,0.855267906,0.677668446,-683.3857814,Z
Warsaw,Red,Pink,Specialist,-2.200120352,5.946179359,0.427077913,0.307309406,-0.590608686,-0.127904203,0.849397738,0.666333324,712.1013052,Y
Warsaw,Red,Purple,Private Second Class,-0.649491377,8.308707839,9.560814076,-0.966444439,-0.587046778,-0.074802213,0.812017669,0.75361929,299.8493626,Z
Mumbai,Pink,Lime,Private,-1.570633603,5.624524992,0.687665193,-1.985720236,-0.582800082,-0.839661817,-0.348874867,0.660124945,-108.4664025,Y
Warsaw,Orange,Magenta,First Sergeant,-1.309884734,8.312904688,9.233990726,-1.131417102,-0.582758179,-0.815518397,-0.413792995,0.692349717,-169.7917905,X
Warsaw,Red,Blue,Private Second Class,-1.780212519,7.693262106,8.794284132,0.217689002,-0.580065759,-0.117595831,0.824184127,0.702786099,57.01230194,Y
Warsaw,Green,Orange,First Sergeant,-2.142053761,5.623664118,0.363390337,-0.007341185,-0.573406522,-0.793846605,-0.39017677,0.643471541,-609.2612788,X
Warsaw,Pink,Purple,Sergeant First Class,0.671943247,-1.140196809,3.121109425,-1.942701554,-0.568166639,-0.862345515,-0.297647169,0.661230382,281.9894264,Z
Warsaw,Orange,Yellow,Master Sergeant,-2.203156851,6.666171428,0.214912002,-1.093999866,-0.568160796,-0.837631639,-0.389121267,0.583113263,763.4501893,Y
Shanghai,Green,Yellow,Private First Class,1.10055924,-1.573395893,2.538886823,-0.872175958,-0.567639631,-0.059661876,0.851172726,0.654444556,-463.850074,Y
Shanghai,Red,Lime,Command Sergeant Major,-2.167939764,5.182499701,-0.509973351,-0.729647237,-0.56719283,-0.121914569,0.867502543,0.691631364,119.6430289,Y
Warsaw,Green,Blue,Staff Sergeant,0.751641573,-2.243435032,2.894447641,-0.169265539,-0.567094174,-0.835905845,-0.368753094,0.713351895,-220.6790012,Z
New York,Red,Teal,Specialist,-2.88904148,5.983770649,1.010967308,-1.211778256,-0.565783032,-0.803181653,-0.472505599,0.581759336,-542.4344617,Y
Warsaw,Red,Cyan,First Sergeant,1.014010714,4.286918747,1.940512644,-0.006455742,-0.565229519,-0.836360304,-0.410346643,0.624777333,-527.1022153,X
New York,Cyan,Teal,Private Second Class,1.126840291,3.864027011,2.174562791,-0.744258198,-0.564700454,-0.828607399,-0.3629653,0.611853021,267.2961114,Z
Warsaw,Red,Magenta,Command Sergeant Major,-1.834172058,5.348813849,0.227836495,-0.235223977,-0.564582685,-0.099867841,0.861304083,0.721847336,590.0194115,Y
Warsaw,Red,Blue,Private Second Class,0.55266634,-1.277896357,2.665405485,-0.677747303,-0.560725094,-0.847727477,-0.403946227,0.678547552,398.0706893,X
Warsaw,Green,Teal,Private First Class,0.265203297,4.090706211,2.491567415,-1.682235937,-0.560624302,-0.109863314,0.816020821,0.746719667,137.407479,Y
Warsaw,Green,Orange,Command Sergeant Major,-1.42069431,8.064560562,9.544278023,-0.025424211,-0.55961482,-0.062577726,0.820779657,0.711386888,394.0895937,X
Shanghai,Red,Lime,Private,1.416383814,4.822996116,3.133757142,-1.192385287,-0.557113493,-0.826511059,-0.472955855,0.639826048,-150.3357587,Z
New York,Red,Magenta,Sergeant First Class,-2.297068594,5.874269556,-0.034348103,0.350748565,-0.55517164,0.000729831,0.92562103,0.596243386,462.4002525,X
Mumbai,Blue,Teal,Sergeant,0.973788283,-1.867595692,3.646971701,-0.852633903,-0.554055308,-0.068630649,0.81707623,0.705942312,-595.2771428,Z
Warsaw,Purple,Cyan,Staff Sergeant,-2.796949005,5.323095225,0.159971867,-0.428807768,-0.553556247,-0.100083429,0.890669133,0.69023354,106.5979489,Z
New York,Green,Yellow,Command Sergeant Major,1.20945155,4.144007716,2.203289877,-1.69904484,-0.552420328,0.035150892,0.893616217,0.643891763,334.9680189,Z
New York,Red,Purple,Sergeant,0.034436234,-0.999483606,2.822163625,-1.192105744,-0.552280725,-0.03013866,0.847088315,0.648797388,-143.5498655,Z
Mumbai,Green,Magenta,Private,-1.27372037,7.203487804,8.140450462,-1.122458964,-0.550159993,-0.837735306,-0.425026205,0.61906981,813.761816,Z
New York,Yellow,Yellow,Staff Sergeant,-2.364858942,6.002310405,0.947672004,-1.165891936,-0.54768351,-0.042480797,0.860318924,0.719123769,1033.113492,Z
Warsaw,Purple,Yellow,Private Second Class,0.603173714,3.798559988,2.236263158,-1.476999522,-0.541657672,-0.822195264,-0.402369615,0.636398513,328.8618961,X
Sydney,Red,Yellow,Staff Sergeant,1.187411062,-0.972799395,2.79664296,-0.172875141,-0.541450112,-0.788203777,-0.509548403,0.573404042,376.090006,Z
New York,Red,Red,Private Second Class,1.42950203,3.523065687,1.79131083,-0.006817679,-0.540356106,-0.866648786,-0.433786443,0.664491076,1074.45739,Z
Warsaw,Green,Lavender,Master Sergeant,-1.28058042,7.553916401,8.96494149,-0.187650552,-0.538214039,-0.03690882,0.851777366,0.670519886,-891.7764204,X
Shanghai,Green,Teal,Specialist,-2.70723226,5.675891266,0.235377264,-0.393425709,-0.535312557,-0.807639854,-0.50926345,0.604586808,267.3790319,Y
Warsaw,Blue,Lavender,Sergeant,-2.732475926,5.904352593,0.970829189,-0.747728723,-0.528738456,-0.852293339,-0.348609737,0.628528447,-413.822341,Y
Warsaw,Red,Green,Master Sergeant,1.283431042,4.539739256,1.909723997,-0.826189996,-0.526171638,-0.79509417,-0.449328315,0.619654201,-505.8429822,X
Warsaw,Green,Magenta,Sergeant First Class,-1.32999135,7.65629408,9.193769185,-0.44611396,-0.525517883,-0.856340551,-0.416926432,0.687864787,327.4036209,Y
Paris,Red,Teal,Sergeant Major,-1.235748756,7.79861517,9.815432291,-0.488662437,-0.52500657,-0.873764845,-0.419734589,0.643831177,717.2870276,Z
Atlanta,Purple,Red,Specialist,1.151887262,4.215970916,1.621652873,-0.622993478,-0.522908502,-0.802964007,-0.493398623,0.539912819,472.8157263,Y
Paris,Red,Cyan,Private,-2.122519533,6.03325802,0.311881748,-0.104680444,-0.509548403,0.039328487,0.875376008,0.553546037,-1298.150952,Y
Warsaw,Green,Orange,First Sergeant,-1.440593911,8.116894237,9.644913269,0.088720723,-0.50926345,0.063565697,0.895929038,0.608329527,759.3520636,Y
Warsaw,Green,Blue,Private Second Class,0.881103335,-1.830052357,2.897848624,-2.612437438,-0.508373705,-0.837194619,-0.451478633,0.609476548,173.2228351,Y
New York,Orange,Purple,Sergeant,-2.269854236,6.112152245,0.446407318,-0.977868187,-0.507077676,-0.011884334,0.891459134,0.69683632,652.7654234,Z
Mexico City,Red,Pink,Corporal,1.323789857,-1.13277701,3.224650129,-0.106501911,-0.50597951,-0.018415009,0.821502025,0.672771723,-161.9534002,Y
Warsaw,Red,Pink,Sergeant,-1.113917886,7.963107376,9.396161122,0.166219912,-0.505649308,-0.099339395,0.834968575,0.712375231,-29.22860375,Y
Mumbai,Blue,Cyan,Private First Class,0.645694663,4.264406318,1.789876207,-0.677483294,-0.504593897,-0.840270916,-0.471478157,0.572432238,256.0691418,Y
Warsaw,Green,Pink,Command Sergeant Major,-0.626210162,8.080790506,9.158871549,0.214686853,-0.50353961,-0.012308011,0.884794118,0.641066754,-932.6264145,X
Warsaw,Pink,Orange,Private,-1.149173223,7.428148285,9.011427156,1.31815055,-0.501087292,-0.80639621,-0.427310766,0.068373935,-148.9119171,Z
Warsaw,Red,Green,Sergeant First Class,-1.17237473,8.516488077,9.300308902,-0.971667855,-0.497591265,-0.828137995,-0.426178082,0.579644667,-698.8639067,Z
New York,Orange,Yellow,Sergeant,-2.126262933,5.868838004,0.380327712,-0.970688893,-0.496209802,-0.00137359,0.884805465,0.598981573,702.7099774,Z
Warsaw,Green,Blue,Private,1.011638913,4.179432859,2.094227588,0.527657734,-0.493398623,0.003656787,0.905101917,0.618976037,-558.7573281,Y
New York,Red,Lime,Sergeant First Class,0.851649066,4.326253464,1.589207585,0.141484638,-0.490399516,-0.813649089,-0.44324794,0.582502409,36.93048009,X
Warsaw,Red,Purple,Private First Class,-1.178383738,7.174338559,9.699625938,-1.166586038,-0.48943707,-0.015338507,0.931062222,0.586118527,-724.9384104,X
Warsaw,Red,Lime,Staff Sergeant,-1.959672854,6.266923139,1.206830522,-0.919896267,-0.482424242,0.030519669,0.872486311,0.581080442,125.198349,Y
New York,Red,Purple,Private First Class,-1.423645558,7.68739435,8.889553053,-1.1535909,-0.481448338,-0.801976411,-0.482424242,0.531254893,-137.7491609,X
Atlanta,Red,Teal,Command Sergeant Major,-2.94027686,6.05728641,-0.157372301,-0.741753147,-0.479724961,-0.805369363,-0.55517164,0.572181885,634.4216543,Y
Warsaw,Red,Teal,Command Sergeant Major,-3.194112173,6.094534567,1.306274105,-1.405003963,-0.479446403,0.004014035,0.917882784,0.591822607,-554.1376163,X
Warsaw,Yellow,Lime,Master Sergeant,0.33071094,4.218691215,1.697080897,-0.091102598,-0.479306537,-0.745957017,-0.496209802,0.537394543,-415.4643082,Z
Warsaw,Green,Lime,Command Sergeant Major,-2.713146727,5.246340068,0.982069416,-2.133122182,-0.476388182,-0.008189681,0.905857793,0.666573564,50.64029782,Z
Warsaw,Lime,Lime,Sergeant,0.840231855,-1.679714193,3.061684021,0.575231326,-0.474958003,-0.853005096,-0.432795192,0.619961808,74.60717534,Z
Warsaw,Red,Magenta,Private Second Class,-1.258075544,7.501117589,8.896417774,0.672345229,-0.472955855,0.085098852,0.883694004,0.514321224,181.7623305,X
Warsaw,Green,Teal,Sergeant,1.232322689,3.65700491,2.045537072,-0.988884585,-0.472505599,0.104021224,0.89546482,0.568347843,826.0330394,X
New York,Yellow,Teal,Master Sergeant,-1.165368817,8.068887986,10.44489371,-1.212021441,-0.471926993,-0.007947599,0.929875585,0.635313108,862.0141424,X
Shanghai,Green,Green,Sergeant First Class,0.82152174,4.099670232,2.128837719,-0.263235988,-0.471478157,0.031807718,0.890760639,0.602747508,-383.5792574,Y
New York,Red,Pink,Private,0.855348978,3.884366141,1.487260347,-1.642264438,-0.458508779,-0.82836396,-0.479446403,0.531840031,-665.5520828,X
Warsaw,Pink,Yellow,Private First Class,-1.287859099,7.415198481,9.15087418,-0.910337116,-0.45764333,-0.755448898,-0.48943707,0.52564455,-994.132339,X
Warsaw,Green,Blue,Staff Sergeant,0.060822063,4.404381093,1.24870487,-1.070144683,-0.451478633,0.132417099,0.929307631,0.597465624,-457.9903035,Z
Shanghai,Yellow,Magenta,Sergeant First Class,-2.268933329,6.209218848,0.886030747,-0.193476551,-0.449674097,-0.749118247,-0.476388182,0.511328127,207.3956905,Z
New York,Green,Green,Command Sergeant Major,1.281682756,-1.693503646,2.807153063,-1.755454421,-0.449328315,0.055213468,0.934124736,0.593366383,142.26677,Y
Warsaw,Red,Yellow,First Sergeant,1.173766789,4.257345752,1.242993734,-0.823367975,-0.447133295,-0.752258707,-0.471926993,0.551357088,-789.4388533,Z
Shanghai,Red,Teal,Master Sergeant,-1.768394508,7.513919854,8.963537178,-0.520816514,-0.44324794,0.041890205,0.911608822,0.566529784,910.700044,X
Warsaw,Purple,Purple,Private,0.468076079,4.691546011,1.586018159,-0.135790846,-0.433786443,0.11690168,0.955290607,0.515384833,-831.1696499,Y
New York,Green,Red,Private Second Class,-1.032923933,7.778481849,9.193113818,-0.803941331,-0.432795192,0.071972336,0.897862057,0.588716383,346.2101177,Z
Warsaw,Red,Teal,Corporal,0.951619518,4.260865217,1.767425766,-0.621707901,-0.43063035,-0.767774021,-0.552420328,0.507018253,19.08358618,Y
Warsaw,Red,Purple,Private Second Class,-1.004670838,7.198880865,9.274544097,-0.886493018,-0.427310766,0.04799355,0.563775162,0.894628008,597.2286454,X
Warsaw,Green,Cyan,Private,-2.03544781,6.08216273,-0.171827004,-0.8921987,-0.426178082,0.007259444,0.93849477,0.561578767,-140.1763422,Y
Warsaw,Green,Purple,Corporal,-2.835008091,5.701397256,0.496295246,-0.139303794,-0.425866363,-0.799055212,-0.54768351,0.450519023,694.5157838,Y
Warsaw,Cyan,Pink,Sergeant Major,-2.91586496,5.214982307,0.628525916,-0.553899748,-0.425026205,0.081860655,0.92552057,0.528945396,487.3709188,Z
Sydney,Blue,Red,Specialist,-1.837512009,6.414439772,0.225319568,0.311908494,-0.419734589,0.133842608,0.934184518,0.551747896,-7.657750389,X
Warsaw,Red,Teal,Corporal,0.906204149,-1.894549391,2.994983801,-0.170545378,-0.416926432,0.194999216,0.973592846,0.489822965,197.3457234,Y
Shanghai,Yellow,Magenta,Command Sergeant Major,-1.114213527,6.860434272,9.719225034,0.04408932,-0.414151575,-0.726967188,-0.505649308,0.495341979,14.4055278,Y
Warsaw,Red,Pink,Master Sergeant,1.111344128,-1.399749974,3.091805444,-0.14383847,-0.413792995,0.129051405,0.93971926,0.494511345,-456.8320012,X
Sydney,Yellow,Lime,Private First Class,1.081989451,-1.157385389,2.864855055,-0.129945017,-0.41076998,-0.777539325,-0.50353961,0.547205187,207.8318417,Z
Warsaw,Red,Purple,Corporal,1.581601312,4.525040153,2.036985937,0.040947772,-0.410414803,-0.753283838,-0.538214039,0.561184942,-531.8799049,Y
Mumbai,Purple,Purple,Sergeant Major,-2.169137514,5.270171436,0.643863487,-0.847164203,-0.410390624,0.104210469,0.895259491,0.545101001,-416.1108316,Y
New York,Red,Lavender,Private First Class,-1.827219491,5.930899454,0.188971228,-0.074795357,-0.410346643,0.079233795,0.957776758,0.573792028,-421.622613,X
Paris,Yellow,Magenta,Private,-2.547713459,5.87110954,0.999274295,-0.264713014,-0.407658547,-0.742533364,-0.554055308,0.45765157,-256.4384041,Z
Warsaw,Green,Cyan,Private,-2.068799859,5.731840707,0.562507732,0.430538996,-0.404271936,-0.747292778,-0.507077676,0.457702722,-334.7735069,Z
Warsaw,Green,Yellow,Private,-2.097811782,8.019293978,9.385278354,-0.620071825,-0.403946227,0.175003827,0.979274264,0.465545669,-174.7617962,Y
Warsaw,Magenta,Teal,Sergeant,-2.354272247,5.543815951,0.491033149,0.27774085,-0.403627121,-0.775886388,-0.580065759,0.475153473,387.4482301,Y
New York,Red,Pink,Staff Sergeant,-1.531609796,7.829148329,9.076563167,-1.942036881,-0.402369615,0.10688076,0.934241716,0.575475386,-40.49951859,X
Shanghai,Green,Orange,First Sergeant,0.581454451,-1.889824062,3.00758315,-0.573580278,-0.394088221,-0.762799515,-0.593355279,0.401214457,-685.4814283,Y
Shanghai,Blue,Magenta,Sergeant First Class,-1.053480853,7.792798946,9.075969455,-0.760952327,-0.393856699,-0.797117942,-0.56719283,0.459470346,-564.309715,X
Warsaw,Red,Teal,Sergeant Major,1.313302236,-1.335265924,2.606608853,-0.681495943,-0.391228322,-0.813476888,-0.553556247,0.512336698,427.7661771,Y
Warsaw,Yellow,Green,Command Sergeant Major,0.785080477,4.111925002,2.303410841,-0.657607464,-0.39017677,0.195483427,0.981879474,0.500536288,-197.8835448,X
New York,Red,Blue,Private Second Class,-1.593598007,7.421217723,9.329922076,0.428165962,-0.389506574,-0.807597694,-0.552280725,0.53854056,255.4362056,Z
Warsaw,Red,Cyan,First Sergeant,1.048767328,-1.430957171,2.981465731,-1.37193258,-0.389121267,0.055879236,0.926527882,0.584605432,-841.3074757,Y
Shanghai,Red,Yellow,Sergeant,-2.232680519,5.467307039,0.317155795,-0.666457422,-0.38551965,-0.750275057,-0.564582685,0.51648827,-647.885857,Z
Shanghai,Green,Teal,Sergeant,0.114244078,-2.105472439,2.736942151,-0.239207961,-0.384265756,-0.707809049,-0.590608686,0.416432487,12.04222154,X
Warsaw,Red,Lavender,Corporal,-2.060271257,5.821736331,0.508455101,-0.891164658,-0.374902933,0.14263773,0.931680345,0.549215071,256.9951499,Z
Paris,Green,Cyan,Command Sergeant Major,-1.681626439,7.783211857,9.833530824,-0.260365783,-0.37356953,-0.773758969,-0.63076687,0.474310425,508.463646,Z
